100000 100000
49734 27205 21262
83364 12862 76923
452 22062 14443
25163 10489 71686
22204 58875 66519
3057 10297 1279
85512 52538 72537
16390 30761 19221
11178 59799 27819
16998 5481 63139
48736 57063 23904
79041 91393 51277
60475 75327 95735
29365 20148 85644
41893 16877 24364
52269 49091 11617
82797 12054 40861
14958 2278 99559
44366 84795 84539
99131 70914 60928
28012 41852 38047
43949 57583 61127
87172 18109 28679
9274 42706 24616
14643 90723 73191
86919 37285 98251
72945 16270 15611
99198 92903 46354
15461 41343 30892
32057 24158 87637
90690 39027 44459
1658 5402 78241
29013 55568 71549
43214 89424 94433
91376 51037 44572
93098 49655 20142
44522 2138 7573
16482 17847 12937
20633 47446 65692
96625 8770 34642
85182 80219 17184
82778 63394 37669
94609 17391 17521
81748 4607 37316
50042 48940 59736
48134 21295 94917
71436 5271 75877
23197 12964 56141
74492 492 67852
85890 11881 82086
24918 30718 20624
79903 71430 68709
78151 34368 32387
46233 80340 10689
26416 29230 64793
28001 31605 55813
62308 31540 76778
84208 10386 23477
10415 58261 44123
18236 21510 42098
17194 46487 10177
52314 53064 60843
35202 48378 3572
57693 90985 20896
77112 52894 86680
39678 28440 86320
94750 30741 33876
30656 9834 86335
51166 60183 39249
59922 8308 84868
76604 61245 50031
70079 19451 4052
14096 26467 82596
51566 58059 94285
71615 64557 21011
69949 45244 40756
11163 46958 63745
81063 18287 75958
17786 7496 32858
45400 62178 52237
50231 29485 27948
17472 93097 93807
58094 31454 54884
97356 74139 11981
11706 72416 80834
65035 34948 99690
35195 14984 35704
11101 39920 40606
11115 21975 11665
3396 89439 90594
25821 86006 80836
82450 70815 98809
43130 3434 49184
9437 67241 47883
12637 14807 88179
26405 64647 95705
708 21125 48984
30745 96920 22252
1307 26489 59020
16693 66618 78893
32753 41081 30121
48382 29923 86997
75302 16294 69839
71454 80175 76098
94870 39260 64562
49356 60115 98020
7208 65428 55259
1367 77702 69374
19302 73784 36313
78077 67989 62486
75270 92610 8267
78200 99965 68601
11896 17403 43925
49219 67312 40657
87435 51501 37574
66385 90395 39724
84570 56668 172
41546 46177 90636
82198 51142 69277
85355 66389 87404
78696 26038 18246
33259 5990 40005
88248 97715 39484
83762 32914 15726
76355 89461 98777
53072 89780 7071
27800 55622 67593
39889 38890 40738
92280 70913 96698
66628 93016 60897
52024 40147 14160
34063 73969 9669
32662 20939 32169
24912 63583 86732
77896 51900 54324
6427 31198 80110
57368 74817 81991
57530 56170 83779
53810 44002 73790
90967 56041 11450
68219 57115 44776
64242 38364 6321
80765 55877 2210
90694 92835 1546
16121 37681 67655
64604 5679 73344
56189 59079 88516
98685 11296 51184
66608 3010 44834
97386 57697 20338
46214 90388 24561
26 28146 52917
60275 58052 9969
64267 88331 51654
17805 92942 28864
97940 86991 28438
4771 11141 45352
81286 79272 34527
81223 89064 74225
41807 96892 45452
4306 36705 87962
55409 58252 45098
39049 58765 60127
42709 33625 9155
43789 49046 68592
80319 16223 31120
41169 8283 37090
5149 28783 9344
68975 29208 227
48196 96947 67116
36505 96731 79405
88751 1515 83485
83414 32125 87894
1918 68063 51414
14160 65064 43896
77265 28818 26731
7863 61447 33614
67591 68520 44660
28335 57274 96899
3208 80783 8482
83873 55159 82688
25863 10385 30947
76243 83854 84985
74170 93988 38663
57050 52517 17042
13653 8038 45585
188 42444 20701
19414 99150 63937
44554 16462 79498
70183 81477 79629
64484 32510 81169
75047 9276 62357
99681 21299 71655
56962 38070 66984
79579 88287 58118
81995 84062 95982
98532 92983 65990
12982 23217 82345
91809 16818 87749
12096 36860 629
91582 21092 97482
20378 64809 37959
89657 85413 61462
39897 58013 25739
80052 60351 49970
23738 14711 58627
70892 71138 63521
95997 15422 37504
35090 9430 83680
14545 61049 46195
35189 2504 56934
82130 43870 77234
84274 93015 6885
91222 45471 7956
98258 27083 58515
97229 96749 16315
8692 61498 30205
26848 70418 47775
67215 30237 22987
24221 72776 12880
7175 5917 34654
42137 9253 99473
50363 75404 59065
35799 67540 55819
10808 62661 83812
67853 42623 10003
57577 66047 14921
40443 40296 82202
10365 57883 78992
56993 59799 77386
64497 69563 4542
14607 52773 90777
17474 80604 33097
64932 76055 38251
32370 92058 69852
5763 13593 7465
61700 45259 26479
41179 37208 13168
922 8886 96370
74457 71451 74079
21211 806 30640
31558 71141 77418
16484 7386 44635
60841 46821 41096
49382 61054 14920
14372 34729 73493
49929 50107 58187
22027 20764 23377
13962 16657 4163
68954 68640 54168
1061 11183 75701
71631 6821 55835
8470 73141 89413
80760 93568 57424
36126 49035 27420
54668 58146 18311
37021 33531 84837
74334 67547 48571
76761 53960 64444
12972 64122 29498
27911 36702 24944
81586 29754 61054
16382 33764 12622
92021 95512 92611
15368 94110 67965
14766 31598 92507
16368 4909 11310
20262 84458 83036
34046 64554 5113
80041 55484 2135
14266 86632 96576
87336 6205 84884
98416 54201 47487
74765 62132 59760
3636 75780 69653
54820 75859 22230
33470 83891 75893
40633 95844 19466
18994 88415 28873
84857 14072 6646
95728 21399 16462
24416 42979 20513
82332 72672 13711
59313 31133 96280
74824 72480 73870
73829 96242 6146
28710 31792 38844
25654 59647 97687
72048 72627 68507
5713 79305 32259
79904 43242 75611
98858 35849 64192
99257 4995 91238
27214 68114 68133
18567 91755 8355
64767 24291 6973
25320 74470 70995
7932 73326 96310
8369 99107 67715
55563 99068 72039
53739 67893 64320
54344 87627 80935
50607 59451 86627
31161 40570 49892
13816 37272 13967
65742 88840 87285
37113 28126 93662
69441 91120 19607
80041 39297 48342
60160 76811 37473
6314 36768 8043
98815 99297 40243
44928 47394 87879
63045 55065 99509
8292 86117 75898
86374 94681 35789
25691 33113 66562
71954 80642 91972
13631 74234 99159
17340 18017 75504
94674 52974 23712
45870 57508 10724
28582 36436 67110
5640 41906 17064
37927 29753 22548
20089 88585 40587
60970 72100 37012
78835 49014 37241
5697 1579 66253
22843 31385 79102
67838 20041 64126
65244 51344 257
11275 30935 80063
45059 37030 5523
88507 73593 86065
65464 5602 76076
67586 58541 83124
1989 68915 45296
76460 72900 64196
12411 15682 87134
3147 52050 47537
86292 58569 90382
21040 2281 48479
88459 95064 1908
90141 69776 28069
2761 59891 20736
15156 85254 47695
84245 69869 67747
61662 53127 44827
45430 86390 15985
70626 89811 71078
59715 44169 9551
54832 72994 91339
41505 34429 60373
21502 79766 94680
5227 3294 86063
69459 61733 83017
65142 40417 56591
10890 10546 61733
94952 69730 70034
38674 70296 94596
6374 48282 94949
77551 18016 16050
68223 63988 33666
90841 99468 83874
19066 18024 92237
78709 87253 61218
78915 96834 8040
93435 14461 25087
55968 29422 94550
67082 90780 60871
73011 20001 21908
55465 16382 10830
86335 2280 85615
63423 10524 13139
46706 83613 753
81327 41680 98734
61095 72398 54173
59672 13732 61192
7553 40043 37113
99461 96395 45377
4840 90887 87785
35383 92408 66969
12503 14518 93435
24025 77877 69688
80578 54992 26133
24571 64925 67658
71997 11783 65897
92897 40932 98110
16228 71823 10157
7199 75667 13752
29938 26501 16163
81261 37402 72056
76729 87121 17266
96502 33854 65155
47258 95773 15327
88909 44901 3296
9497 30578 37952
69102 21985 81144
8765 67784 90164
69280 18261 87854
14840 11528 62766
10141 27861 95386
34903 16011 69964
84233 36911 99128
73385 12104 69623
35015 23088 57147
65577 32773 59987
14857 38759 63117
72505 55920 76375
10129 7395 58139
52923 60967 14663
48277 8085 60172
60880 28061 97497
44357 86374 97456
16025 69458 33064
9874 55344 72736
72544 45862 93136
16459 62083 39935
84382 41362 66574
27723 14795 57584
39232 67718 20420
61247 40197 30163
66676 58390 10144
73244 91284 421
95218 93365 14221
65956 81439 6587
60856 50321 79301
36351 91996 34318
58742 52129 45786
33716 80138 96813
75029 99630 98853
76134 81772 8987
3379 8735 63231
1053 53366 66349
27940 38776 71424
39410 48684 22706
67443 19159 54427
92126 70358 79516
6739 59745 37903
25792 41862 41128
82922 93201 17789
75617 62252 67394
98248 48410 9706
8872 54425 72948
56292 31897 32167
64819 59260 27519
24030 12803 62426
74062 84643 70805
88781 75359 29445
11300 87415 95525
88876 23438 22240
24909 23084 27952
14485 22555 74000
40396 87980 35505
79424 31191 45119
41155 25619 21762
28014 60341 99839
11443 38012 60911
45337 643 70174
28682 65041 91126
4581 46010 94778
4924 15876 12411
96966 98326 62766
39614 73013 7870
89576 72208 11584
75147 11548 54927
79365 28275 57929
15317 48307 71923
33312 86223 4782
99170 80341 19414
84733 82292 98941
94391 52014 27760
37447 5517 35408
36552 61859 87421
3510 69321 9957
14201 39969 91640
52296 2241 10537
40570 76525 42390
60646 75818 41206
28641 97699 10398
45474 59547 268
24686 41189 48799
86481 20675 48614
45023 23938 5284
81629 79515 97164
38759 96743 27785
39741 21646 44788
91720 48113 21048
56600 88251 65809
36377 8907 82777
98094 24493 32476
4824 54054 19451
94388 45826 95039
50224 48164 22665
93859 95249 20786
2264 8721 50625
68431 41501 50994
74394 13869 11505
17270 6504 53644
4550 63380 11939
33711 70644 40761
87347 3544 22755
49936 92630 25791
67902 91367 60079
34 40888 84288
77395 35092 13898
3931 21460 83932
77184 95327 72201
13328 28648 20151
20928 34449 87523
62538 90676 90486
34380 77576 44064
49207 751 60402
91748 53647 40515
36229 19874 94235
2181 4992 8504
32375 34562 26613
16066 32859 46150
63680 87923 16508
76582 93050 60550
81158 60212 98195
45935 90732 93249
56434 44323 11861
87223 89514 89109
30182 79247 84032
70296 79898 82388
54525 98828 61493
78618 50277 48268
88212 75298 39356
95303 35919 91569
56224 32149 28525
1252 77769 13393
63869 97964 75145
36749 63628 50879
43444 61981 37444
91959 7017 27115
47234 68597 73375
4743 85636 93282
13432 72246 52201
6392 76521 86508
29073 11954 42334
6230 78303 30382
13633 61995 79366
73539 94798 94849
62255 21641 86512
83419 57391 10210
68085 32764 38551
24441 87824 44868
649 41720 71399
10118 54158 73198
92830 35996 47764
89335 85355 22245
43405 20271 31106
21015 81937 44810
9732 19171 68334
68698 56165 46070
85140 98529 92991
78543 61864 83418
11111 80818 38208
48425 12205 36837
93878 42758 93511
96588 11985 74820
58252 53611 9558
47815 10876 4621
96222 57856 31496
49855 46019 33471
93563 17887 45553
93392 56768 92272
15089 77424 28864
54323 23192 42969
67233 91594 11707
9875 77970 7942
29661 33222 29395
32868 59219 4337
38625 14120 93885
3235 99946 16500
12476 84187 6686
19103 122 10879
8666 36620 78930
94669 79019 88660
69018 26527 51425
77696 34995 68917
94070 21775 12729
21121 2955 64655
19469 97422 74780
58631 17260 21962
74466 66635 10095
47330 28823 74919
95628 54081 5946
97256 55603 61076
20266 30137 72595
13899 71394 59778
34677 74343 31045
60234 59270 42747
70009 45982 23893
27209 30406 84857
4970 24687 95228
43731 96293 52396
20662 56317 46087
65278 41733 99073
89057 14545 93089
52289 96835 41138
52158 56812 59910
45534 95877 87271
66311 10692 76252
25022 56732 15831
78711 78024 84076
39589 84728 72444
77501 72320 23818
95152 83980 23504
31082 67749 50297
77611 99345 43904
76005 89788 39245
50736 8384 93082
33374 41862 45947
92689 932 44435
58845 42492 40303
59063 38158 95082
47104 81166 49970
49220 30800 74263
74077 11197 99949
89309 4179 93310
62541 40728 1268
96440 16240 19895
84676 47697 37403
97241 84543 66917
84088 86129 69330
70072 46685 43994
62884 44489 57313
59107 38702 29261
50006 81409 3012
54694 21865 83728
13106 31027 65394
16204 40821 98326
21916 2052 23115
21447 66473 93735
49545 99910 69494
11676 34384 18872
36960 67616 72992
57594 27196 80975
66196 29513 18653
72857 91047 69146
51467 84579 59326
63168 97279 35767
52261 60942 62413
31132 76902 73491
69134 62476 47299
86796 8018 52265
37507 24136 41691
73070 63833 52043
92067 3072 20490
67433 26877 79220
95609 21054 42217
26568 97626 40567
56585 91328 65034
18711 90095 91566
60874 34447 9780
32342 294 78187
91300 5364 68694
83903 73005 73460
60148 11909 29451
86341 70905 34708
24949 57485 53513
33195 6834 96094
49303 32154 74100
55511 66485 85574
90108 86099 82655
84291 46328 10219
12070 75816 90977
74236 56323 39705
34490 41506 52575
70546 4382 86288
15857 83364 79494
44055 53750 92746
94335 54870 368
7688 14268 10
14463 18498 30109
25503 40818 71155
54555 14984 57045
85262 96526 85804
14506 9028 17744
52370 13669 17045
71171 73819 10776
12279 49962 73202
77346 50840 34732
20858 60461 73801
61858 72065 55856
33037 12645 47138
99947 66702 45732
61484 51875 23165
27736 44051 4214
1330 10471 40741
66617 78400 93613
77958 19370 77758
40424 82873 81785
39363 41136 61284
80676 41973 20372
31665 83826 69964
99093 25609 51021
92263 6839 46534
2246 67004 89117
13024 746 33420
49191 9259 55451
89959 16163 71705
63955 50205 60417
51119 21145 20921
28196 91624 7296
74787 73979 93807
68678 32918 39387
83964 95857 52189
95864 81280 75074
28993 84705 16376
33238 93227 32287
72218 84095 90408
22576 26327 42609
3170 95995 6470
94372 49827 38287
91742 34670 41311
546 74514 12108
20979 61629 25279
28646 86079 82723
10775 33451 89063
15637 87652 79742
88953 33888 87245
43719 52674 77771
90232 3204 2656
19249 10393 56886
42584 89395 81490
86890 72808 97562
75287 12652 99741
32459 535 66695
55024 25062 24540
52875 22533 19402
49181 27592 97333
97192 46406 70940
53512 72344 12057
72624 94290 46525
38914 8910 85182
44761 58506 84676
60848 7171 79939
1810 82796 6293
52631 27968 63053
13829 74556 1907
78252 76077 38879
39242 55424 27618
86257 8861 10421
95338 2908 420
10517 4249 19340
14232 10526 26855
78657 30812 17424
84710 83485 33004
32259 95707 17769
7957 30067 22923
28860 92110 23125
32680 265 24021
36439 52261 59176
64398 61364 26229
81664 46712 25309
4010 84833 6532
3049 5018 28806
99288 11587 37372
1787 79547 32259
11829 35220 16720
47017 60958 75100
89494 62833 26061
33976 63221 72632
46550 83474 438
277 19035 4181
22329 73890 62453
17271 45456 69444
28244 69560 89517
99935 62162 60118
7903 53359 65846
66799 92091 92246
11810 15360 41377
77379 43238 64216
8590 49728 34172
98358 74577 18857
91471 38573 73374
11813 13512 46083
5994 7271 98818
26306 44521 92147
13664 67825 64903
79808 14718 57106
18968 43616 22769
56000 77580 42678
1143 38628 72592
37292 96630 96550
3720 91282 38669
44006 25758 81666
64354 67963 21001
99431 11070 84688
83107 52848 14143
19052 11033 63791
48754 95016 54145
4505 34021 7582
97580 2953 18741
23551 69166 17442
21139 79437 58434
54128 9503 20624
61849 17119 93317
34341 2390 93682
21984 13942 90589
44680 69255 33474
22008 69106 38372
52412 6570 80079
17893 86575 1314
32011 2585 90198
53588 53213 33715
4077 36807 85715
7749 30274 50815
45039 17947 84412
6419 17348 94735
80391 95006 5342
35337 26025 548
96909 44422 19475
19228 15118 52026
83260 81106 18939
19570 83256 79475
37765 33552 69185
2510 53796 3720
9656 39280 13272
8350 69987 43549
31400 31992 40882
28414 43765 83472
19551 58527 31315
50562 52272 3588
42950 79409 24497
32310 79720 90
3902 3491 10435
44822 82463 88602
84186 25622 35359
51373 48188 25894
36817 76950 83799
24519 6444 84819
68906 25169 74384
51048 29603 37283
95615 47101 56316
80348 35535 12045
26776 81778 17584
47909 34082 40206
48393 30641 22552
17548 21197 15648
77417 58800 60445
13175 88890 45839
70590 88804 94025
42676 97002 49635
52224 88296 2261
99273 39546 47810
22269 25509 13049
77289 42966 90745
3450 5807 99866
66025 9740 92853
81834 32236 85634
59337 41190 81416
37568 12120 58586
21304 54955 8369
18966 7647 46453
74636 96319 58381
46754 72757 18352
44047 57053 83275
79295 38953 49184
37217 37425 60491
58344 47113 54024
34927 71282 52520
36986 62563 91408
70114 13519 44631
2984 10916 79049
47159 37149 63856
11917 98734 28139
21967 59890 48216
1193 44802 45045
61848 11242 14568
62258 95908 16112
66324 64352 15198
46623 62754 19010
94359 12589 22911
33988 79976 37763
80656 47349 28878
54875 55615 16922
42608 53399 7325
53892 4414 87565
47695 59833 7201
48 33204 23401
6331 66346 40145
68815 25767 85667
58493 42327 1567
13085 68720 39097
30790 13548 51327
99028 29617 80817
75117 40317 26120
55397 89489 53724
43660 18191 45486
29079 44559 46438
22373 68014 57025
22078 91526 27812
42181 5590 71617
51656 66721 61159
53399 17555 22674
70881 74769 12903
40066 98488 87782
77765 93165 65783
63533 25249 78814
64835 66097 35643
50990 14740 79048
74862 15772 53518
48508 13852 39853
3083 41656 54370
38757 86610 23955
24729 89672 95841
82669 76584 49159
28130 68876 44393
56565 36653 32695
62011 17450 87820
95879 53329 34988
33060 3932 98807
95996 68203 12769
63485 49837 72081
55361 29721 62017
19847 89228 64657
61681 78599 97168
26677 29200 32857
79480 21927 92113
34159 92945 26708
17184 85006 23249
53337 32762 88272
92262 54901 60218
56971 11040 53603
66296 63144 28033
9578 77358 96295
10603 53327 38271
7997 36050 58117
63841 3537 88553
43174 8585 59635
37707 27071 34001
50205 82708 5058
18197 83210 32716
39870 80820 93840
89864 53128 63589
1183 79503 74943
2656 41779 8242
18757 83457 74235
60649 2970 46418
27056 26398 95999
32302 97475 69384
25127 70006 63771
27759 78855 62505
81467 82286 6793
7561 5650 27630
25981 4761 57600
43463 43647 52488
98138 17317 70739
55234 48690 88475
33910 75157 24886
80459 63880 97658
47825 4101 65657
56839 3138 61134
17783 33760 88668
72242 94025 9581
36123 42881 31769
93541 725 28173
83237 55227 98870
99189 35713 88989
99098 53592 12809
35134 22690 19849
3995 86251 49877
9669 37862 13871
89425 76479 39564
75002 14671 74759
29665 6054 51761
67345 3501 93092
14021 25962 16964
24633 79202 39009
10851 58506 78495
72513 90222 1989
93531 87460 18326
19581 97206 54482
91764 48626 39602
40255 11908 20388
95978 99872 68483
73357 68249 45980
73476 51994 82248
49276 39582 12578
50604 87489 12433
54254 11236 84722
19772 5180 19715
